algorithm,dataset,size,batch,run_in_batch,seed,runs,runtime,emissions_per_run,cpu_energy_per_run,ram_energy_per_run,energy_consumed_per_run
bubble_sort,reverse_sorted,10000,0,7,49,1,5.214207596000051,1.990400881819443e-07,3.625040468055828e-05,1.430132023055661e-05,5.055172491111491e-05
tim_sort,reverse_sorted,10000,0,7,49,15090,0.00013253966388336174,5.0769329186512114e-12,9.235080820632203e-10,3.659191817613208e-10,1.289427263824541e-09
merge_sort,sorted,1000,0,7,49,1849,0.001081722057328278,4.142219368591477e-11,7.536905996485003e-09,2.983403552972059e-09,1.052030954945706e-08
quick_sort,sorted,1000,0,7,49,2014,0.0009935085516385694,3.8043077925136644e-11,6.923989559196547e-09,2.7381002620542036e-09,9.66208982125075e-09
merge_sort,almost_sorted,1000,0,7,49,1678,0.0011923400148987388,4.567641766551041e-11,8.308998568071372e-09,3.2917885991920115e-09,1.1600787167263387e-08
insertion_sort,reverse_sorted,10000,0,7,49,2,1.8390787229999432,7.035907755041253e-08,1.2796190614582296e-05,5.073439397222046e-06,1.7869630011804344e-05
merge_sort,reverse_sorted,10000,0,7,49,149,0.013443684523490325,5.144776692447075e-10,9.366205136092432e-08,3.700375494034761e-08,1.3066580630127196e-07
bubble_sort,sorted,1000,0,7,49,98,0.020454668020408684,7.8434258116656e-10,1.425470695153147e-07,5.6658380810659154e-08,1.9920545032597386e-07
insertion_sort,reverse_sorted,1000,0,7,49,138,0.01451478726811485,5.552880178155687e-10,1.0111627234300193e-07,3.991444855072665e-08,1.4103072089372855e-07
merge_sort,unsorted,10000,0,7,49,108,0.018658216083333963,7.152129102851637e-10,1.2996428710135162e-07,5.168377497428245e-08,1.8164806207563409e-07
insertion_sort,sorted,1000,0,7,49,156,0.012837631660256822,4.921309646097867e-10,8.94266156071834e-08,3.5563628169509e-08,1.2499024377669238e-07
tim_sort,almost_sorted,1000,0,7,49,112810,1.7729015317792488e-05,6.788600442787521e-13,1.234968213515392e-10,4.89184268780375e-11,1.724152482295767e-10
merge_sort,unsorted,1000,0,7,49,1376,0.0014544592129360277,5.5754795709007784e-11,1.0134559073200026e-08,4.0259104126291565e-09,1.4160469485829183e-08
merge_sort,sorted,10000,0,7,49,158,0.01273154068354427,4.881799298690425e-10,8.873631702707417e-08,3.525045240858102e-08,1.239867694356552e-07
quick_sort,almost_sorted,1000,0,7,49,1983,0.001008967714573973,3.867912749009633e-11,7.030029696867851e-09,2.7936024696027453e-09,9.823632166470599e-09
insertion_sort,almost_sorted,10000,0,7,49,2,1.662263772000074,6.352735871577062e-08,1.1563531062499522e-05,4.570995361111033e-06,1.6134526423610552e-05
tim_sort,sorted,1000,0,7,49,256241,7.805176380828617e-06,2.9868731428059697e-13,5.436903686372966e-11,2.1490851884662506e-11,7.585988874839217e-11
insertion_sort,almost_sorted,1000,0,8,50,158,0.012701521430379885,4.868679354056683e-10,8.846571444267841e-08,3.518783778129241e-08,1.236535522239708e-07
insertion_sort,reverse_sorted,10000,0,8,50,2,1.7923267874999738,6.853877550440175e-08,1.2466739121527504e-05,4.940574936111059e-06,1.7407314057638563e-05
quick_sort,almost_sorted,1000,0,8,50,1973,0.0010138362818043502,3.8861171121923035e-11,7.06193056259553e-09,2.8079366095062548e-09,9.869867172101784e-09
quick_sort,sorted,1000,0,8,50,2054,0.0009738648369036057,3.728413513244541e-11,6.783712376933334e-09,2.685622971437912e-09,9.469335348371247e-09
tim_sort,sorted,10000,0,8,50,19361,0.00010330236403078157,3.961277643027728e-12,7.199847986932712e-10,2.8609101013493616e-10,1.0060758088282075e-09
quick_sort,unsorted,10000,0,8,50,115,0.017458189678261436,6.691797206344478e-10,1.2160671092995172e-07,4.834995188405734e-08,1.6995666281400905e-07
tim_sort,sorted,1000,0,8,50,243439,8.215628720131579e-06,3.14998303152805e-13,5.7250496873277105e-11,2.2752017765344736e-11,8.000251463862186e-11
quick_sort,reverse_sorted,1000,0,8,50,2016,0.0009924914999999146,3.8054680087621867e-11,6.9159202008928016e-09,2.74911630979968e-09,9.665036510692482e-09
insertion_sort,unsorted,1000,0,8,50,141,0.014340673468084672,5.501983301351717e-10,1.0015405727935027e-07,3.958399692671219e-08,1.3973805420606246e-07
bubble_sort,unsorted,10000,0,8,50,1,4.07069452099995,1.5548526758437497e-07,2.8316559236109303e-05,1.1173216650000013e-05,3.948977588610932e-05
bubble_sort,sorted,10000,0,8,50,1,2.369702257999961,9.073676674746229e-08,1.6508779930554678e-05,6.536326780555631e-06,2.304510671111031e-05
merge_sort,sorted,10000,0,8,50,158,0.012720581424050463,4.8764326256422e-10,8.862051736110672e-08,3.5229950597745595e-08,1.2385046795885232e-07
tim_sort,reverse_sorted,10000,0,8,50,15472,0.0001292683049379541,4.950421475664883e-12,9.004685323128519e-10,3.568276582069633e-10,1.2572961905198152e-09
merge_sort,reverse_sorted,10000,0,8,50,147,0.013620171265306546,5.220835512524292e-10,9.488601762092992e-08,3.771151237717479e-08,1.325975299981047e-07
bubble_sort,reverse_sorted,1000,0,8,50,47,0.04346164444680827,1.6634293097841836e-09,3.0282083067376505e-07,1.1965296164303243e-07,4.224737923167974e-07
merge_sort,reverse_sorted,1000,0,8,50,1885,0.0010611565363395936,4.063894851528003e-11,7.394834759063545e-09,2.926548057766204e-09,1.0321382816829749e-08
insertion_sort,sorted,10000,0,8,50,2,1.6477838680000332,6.293982276525005e-08,1.1466940680555304e-05,4.51836476944436e-06,1.5985305449999665e-05
insertion_sort,almost_sorted,10000,0,8,50,2,1.6408845404999965,6.274550676449671e-08,1.1421368631944676e-05,4.514584905555176e-06,1.593595353749985e-05
quick_sort,unsorted,1000,0,8,50,1376,0.001454510626453564,5.5769190896297947e-11,1.0135832374435935e-08,4.02829316658586e-09,1.4164125541021796e-08
tim_sort,unsorted,10000,0,8,50,1459,0.0013713752111035855,5.2578957166965036e-11,9.556285007806745e-09,3.7975926109976065e-09,1.335387761880435e-08
tim_sort,almost_sorted,10000,0,8,50,10735,0.00018631323260362296,7.1401887920533686e-12,1.2990091471302964e-09,5.144389020856042e-10,1.8134480492159004e-09
bubble_sort,unsorted,1000,0,8,50,57,0.035371877719299255,1.354286370965767e-09,2.4642630226607263e-07,9.753210682261455e-08,3.4395840908868717e-07
merge_sort,almost_sorted,1000,0,8,50,1685,0.0011870478403561019,4.5505019222470685e-11,8.270411844707548e-09,3.2868439564783795e-09,1.1557255801185928e-08
bubble_sort,almost_sorted,10000,0,8,50,1,2.454256874000066,9.37831571348545e-08,1.7091313243057018e-05,6.72750840277811e-06,2.381882164583513e-05
bubble_sort,reverse_sorted,10000,0,8,50,1,5.294089282999948,2.0251137719251648e-07,3.681252094444511e-05,1.4620833636111128e-05,5.143335458055624e-05
tim_sort,unsorted,1000,0,8,50,25917,7.717050704171224e-05,2.953156281631234e-12,5.377643671785358e-10,2.1227119265345373e-10,7.500355598319895e-10
quick_sort,reverse_sorted,10000,0,8,50,152,0.013164314144736528,5.044852105311028e-10,9.170271093749588e-08,3.642523463084636e-08,1.2812794556834223e-07
insertion_sort,reverse_sorted,1000,0,8,50,141,0.014228173191489252,5.446165901706166e-10,9.918761288416655e-08,3.9132804373525814e-08,1.3832041725769237e-07
tim_sort,reverse_sorted,1000,0,8,50,217178,9.209051252889312e-06,3.531063060107393e-13,6.417629580088128e-11,2.550479813793317e-11,8.968109393881444e-11
tim_sort,almost_sorted,1000,0,8,50,126077,1.5863377864321352e-05,6.082774416060622e-13,1.105585790605918e-10,4.3930268781949624e-11,1.544888478425414e-10
bubble_sort,almost_sorted,1000,0,8,50,98,0.020578119877550493,7.8819899865983e-10,1.434223811649638e-07,5.6762512840134585e-08,2.0018489400509837e-07
merge_sort,almost_sorted,10000,0,8,50,124,0.016136740266129056,6.18893179800462e-10,1.1249808114920494e-07,4.4686926456093246e-08,1.571850076052982e-07
quick_sort,sorted,10000,0,8,50,156,0.012885409782051318,4.931710250027865e-10,8.978256512643326e-08,3.54718306980105e-08,1.2525439582444376e-07
merge_sort,unsorted,1000,0,8,50,1359,0.0014722848984547454,5.644556509502761e-11,1.0258737036014858e-08,4.077172404137363e-09,1.433590944015222e-08
insertion_sort,unsorted,10000,0,8,50,2,1.5856379699999934,6.060536404579518e-08,1.1032337395833106e-05,4.360067819444187e-06,1.5392405215277295e-05
merge_sort,sorted,1000,0,8,50,1948,0.0010267913809034943,3.931471406123512e-11,7.152308329054916e-09,2.8327485925737306e-09,9.985056921628647e-09
merge_sort,unsorted,10000,0,8,50,113,0.017824156194689016,6.826112642360385e-10,1.2420422959684414e-07,4.9163744493607815e-08,1.7336797409045195e-07
insertion_sort,sorted,1000,0,8,50,162,0.012362261364197972,4.738341046591252e-10,8.609366113682834e-08,3.424958996913356e-08,1.203432511059619e-07
quick_sort,almost_sorted,10000,0,8,50,170,0.011805718935293311,4.524744878086463e-10,8.224032863562144e-08,3.267805813725599e-08,1.1491838677287742e-07
bubble_sort,sorted,1000,0,8,50,108,0.018622290388889354,7.137576368283572e-10,1.2968457465278312e-07,5.159388055555657e-08,1.812784552083397e-07
bubble_sort,almost_sorted,10000,0,9,51,1,2.184098787999801,8.363854238609761e-08,1.5204335909721244e-05,6.037980777777976e-06,2.1242316687499217e-05
quick_sort,almost_sorted,10000,0,9,51,175,0.011462149314285333,4.3823295970097803e-10,7.981753579365034e-08,3.14838217777797e-08,1.1130135757143001e-07
tim_sort,sorted,10000,0,9,51,23103,8.657219837251003e-05,3.318045369609108e-12,6.028036952272239e-10,2.3990552128875804e-10,8.42709216515982e-10
quick_sort,unsorted,10000,0,9,51,128,0.01572253492968656,6.025789680365168e-10,1.0947010340711661e-07,4.3571459765627077e-08,1.5304156317274372e-07
tim_sort,reverse_sorted,1000,0,9,51,260461,7.678727187563735e-06,2.940162753107808e-13,5.3489448756245376e-11,2.118410070136335e-11,7.467354945760872e-11
insertion_sort,almost_sorted,10000,0,9,51,2,1.4217547529999592,5.43532368069148e-08,9.892010104165491e-06,3.912494808333299e-06,1.3804504912498791e-05
insertion_sort,sorted,1000,0,9,51,173,0.011592261497109492,4.443505761696778e-10,8.075016907515182e-08,3.210492607578894e-08,1.1285509515094077e-07
merge_sort,unsorted,10000,0,9,51,122,0.016411498475409257,6.289840620878208e-10,1.1427116911430184e-07,4.5476696607471377e-08,1.597478657217732e-07
merge_sort,sorted,1000,0,9,51,2101,0.0009522424350310028,3.649171850242172e-11,6.630368501771604e-09,2.6377107686816477e-09,9.268079270453252e-09
merge_sort,almost_sorted,10000,0,9,51,140,0.01437457635714249,5.511376667608159e-10,1.0014223675594192e-07,3.9834387916664395e-08,1.3997662467260636e-07
bubble_sort,reverse_sorted,10000,0,9,51,1,4.859724203000042,1.8565869543712746e-07,3.3784770993056176e-05,1.33683798361119e-05,4.715315082916807e-05
quick_sort,sorted,10000,0,9,51,178,0.011289132168539244,4.3281821265134025e-10,7.865318742197837e-08,3.12729456616774e-08,1.0992613308365577e-07
tim_sort,almost_sorted,1000,0,9,51,130218,1.53589732755831e-05,5.890163346571823e-13,1.0703919421022062e-10,4.255776381827847e-11,1.4959695802849908e-10
bubble_sort,sorted,1000,0,9,51,109,0.018479738844036645,7.082032091014981e-10,1.2867404453365032e-07,5.119371042303868e-08,1.7986775495668897e-07
tim_sort,unsorted,1000,0,9,51,29610,6.754481678486856e-05,2.5884572759360487e-12,4.703164708337561e-10,1.870937089571661e-10,6.574101797909221e-10
merge_sort,reverse_sorted,10000,0,9,51,172,0.01165444807558219,4.468329132018517e-10,8.119774047157264e-08,3.228781269379797e-08,1.1348555316537062e-07
insertion_sort,reverse_sorted,1000,0,9,51,153,0.013108058228757121,5.026114633477547e-10,9.135140718046528e-08,3.6300648565727134e-08,1.2765205574619243e-07
merge_sort,reverse_sorted,1000,0,9,51,1954,0.001023966799897572,3.925789668344993e-11,7.134687674144217e-09,2.8359389059476905e-09,9.970626580091909e-09
tim_sort,unsorted,10000,0,9,51,1560,0.0012824152782050428,4.916084387571613e-11,8.932493514068285e-09,3.553259877136798e-09,1.2485753391205082e-08
insertion_sort,unsorted,1000,0,9,51,155,0.012956607832258316,4.954878521263806e-10,9.021173915770582e-08,3.5631078870969875e-08,1.258428180286757e-07
insertion_sort,reverse_sorted,10000,0,9,51,2,1.6178985679999869,6.175450496411967e-08,1.125751557638921e-05,4.426745697222146e-06,1.5684261273611356e-05
merge_sort,sorted,10000,0,9,51,167,0.01198309100598766,4.591584542518157e-10,8.344446868762285e-08,3.317149587491753e-08,1.1661596456254038e-07
bubble_sort,sorted,10000,0,9,51,1,2.6916242979998515,1.0297537403915264e-07,1.874451119444289e-05,7.408927686110346e-06,2.6153438880553243e-05
quick_sort,reverse_sorted,10000,0,9,51,148,0.013583773094594747,5.195665908220423e-10,9.467193093093209e-08,3.728634748498495e-08,1.3195827841591703e-07
tim_sort,almost_sorted,10000,0,9,51,10088,0.000198255903945269,7.59630074261718e-12,1.3817173801106257e-09,5.475728899572729e-10,1.9292902700678985e-09
bubble_sort,unsorted,1000,0,9,51,53,0.03818159754716774,1.4626277099220278e-09,2.6612757036162435e-07,1.0534711252619986e-07,3.714746828878242e-07
insertion_sort,unsorted,10000,0,9,51,2,1.8173790055000154,6.94553424857056e-08,1.264584509027758e-05,4.994256454166803e-06,1.7640101544444383e-05
merge_sort,unsorted,1000,0,9,51,1325,0.0015103287547168843,5.7787102796695455e-11,1.0529888406707406e-08,4.146741566037274e-09,1.467662997274468e-08
quick_sort,unsorted,1000,0,9,51,1323,0.0015128155404382608,5.787976094323262e-11,1.0543655113588893e-08,4.1565079533043325e-09,1.4700163066893221e-08
merge_sort,almost_sorted,1000,0,9,51,1639,0.00122042247834051,4.6800871487722195e-11,8.506972332384272e-09,3.379400923666115e-09,1.188637325605039e-08
bubble_sort,unsorted,10000,0,9,51,1,4.213971673999822,1.6089632602030357e-07,2.9311151451385813e-05,1.1552912097221856e-05,4.086406354860767e-05
insertion_sort,sorted,10000,0,9,51,2,1.7746100609999758,6.784973527954797e-08,1.2348643100693835e-05,4.883670170833436e-06,1.7232313271527273e-05
bubble_sort,almost_sorted,1000,0,9,51,90,0.022275999011112112,8.540091291966441e-10,1.5522223449073917e-07,6.167695885801972e-08,2.1689919334875888e-07
quick_sort,reverse_sorted,1000,0,9,51,1975,0.0010130539392405266,3.88032786328354e-11,7.059048691983403e-09,2.7961150843878553e-09,9.855163776371259e-09
bubble_sort,reverse_sorted,1000,0,9,51,45,0.04538089602221791,1.7374610475391e-09,3.1631032978397387e-07,1.2496586598763597e-07,4.412761957716098e-07
quick_sort,sorted,1000,0,9,51,2017,0.0009916886559245836,3.799183518687294e-11,6.911770089654571e-09,2.737305223654288e-09,9.649075313308858e-09
quick_sort,almost_sorted,1000,0,9,51,1950,0.0010256477348718526,3.932608061917406e-11,7.1479471616809105e-09,2.8399966111110555e-09,9.987943772791965e-09
tim_sort,reverse_sorted,10000,0,9,51,15469,0.00012929700982610012,4.956437272914237e-12,9.007793413888208e-10,3.5804472690902505e-10,1.2588240682978459e-09
insertion_sort,almost_sorted,1000,0,9,51,149,0.013456679892616443,5.158308461929322e-10,9.374031991050897e-08,3.7269163031320813e-08,1.3100948294182978e-07
tim_sort,sorted,1000,0,9,51,231474,8.640296538704042e-06,3.309776162047812e-13,6.021106483161838e-11,2.3849837466748112e-11,8.406090229836649e-11
tim_sort,sorted,1000,1,0,52,223354,8.954414481047385e-06,3.4333226973432075e-13,6.239616934079637e-11,2.4802538272580377e-11,8.719870761337675e-11
bubble_sort,reverse_sorted,10000,1,0,52,1,5.577242297000112,2.132026600004348e-07,3.877493776388658e-05,1.537376321944445e-05,5.414870098333104e-05
insertion_sort,almost_sorted,1000,1,0,52,148,0.013575483527027836,5.201086477374116e-10,9.460151112048874e-08,3.749443761261016e-08,1.320959487330989e-07
insertion_sort,reverse_sorted,10000,1,0,52,2,1.9168663630000538,7.336243840027018e-08,1.3333736843749635e-05,5.298679563888856e-06,1.863241640763849e-05
bubble_sort,reverse_sorted,1000,1,0,52,40,0.050250031974997,1.926744761696115e-09,3.5019218836806783e-07,1.3915783180555271e-07,4.893500201736207e-07
quick_sort,sorted,1000,1,0,52,2002,0.000999268889110929,3.8311337778623926e-11,6.96373495601634e-09,2.7664868603618883e-09,9.730221816378229e-09
insertion_sort,unsorted,10000,1,0,52,2,1.7784701645000496,6.807678064786624e-08,1.2374952600694656e-05,4.915025109722314e-06,1.728997771041697e-05
merge_sort,almost_sorted,1000,1,0,52,1680,0.0011907990761904957,4.5654565909801116e-11,8.29723742972905e-09,3.2979998809525215e-09,1.1595237310681572e-08
tim_sort,almost_sorted,10000,1,0,52,10941,0.00018280009185631801,6.993527049794526e-12,1.2739160681280505e-09,5.022831830322714e-10,1.7761992511603217e-09
tim_sort,almost_sorted,1000,1,0,52,124524,1.6061262616041686e-05,6.157312416146975e-13,1.1189287495671502e-10,4.448907116075564e-11,1.5638194611747066e-10
tim_sort,unsorted,10000,1,0,52,1434,0.0013953201673640241,5.349238475424657e-11,9.721534116882981e-09,3.8643336529519995e-09,1.3585867769834979e-08
quick_sort,unsorted,10000,1,0,52,114,0.017646409140351545,6.76483458430881e-10,1.229436398026406e-07,4.8868008845029735e-08,1.7181164864767037e-07
merge_sort,almost_sorted,10000,1,0,52,125,0.01603466904800007,6.147528220775763e-10,1.1172292533333599e-07,4.441052413333435e-08,1.5613344946667037e-07
bubble_sort,almost_sorted,10000,1,0,52,1,2.54668169699994,9.746485716217103e-08,1.773035768750238e-05,7.023533313888998e-06,2.475389100139138e-05
bubble_sort,almost_sorted,1000,1,0,52,94,0.021419067308510845,8.196539186741071e-10,1.4927020486110615e-07,5.8903534397162175e-08,2.0817373925826834e-07
tim_sort,unsorted,1000,1,0,52,25839,7.740459201207565e-05,2.9677903027952262e-12,5.393854568460873e-10,2.143668166338047e-10,7.53752273479892e-10
quick_sort,sorted,10000,1,0,52,154,0.0130342197922083,4.989718616995321e-10,9.082832372834524e-08,3.589935470779093e-08,1.2672767843613617e-07
tim_sort,sorted,10000,1,0,52,18971,0.00010542541294608216,4.042357194462579e-12,7.347220208914271e-10,2.919461782310639e-10,1.026668199122491e-09
quick_sort,reverse_sorted,10000,1,0,52,151,0.013307615728477168,5.102065720956965e-10,9.272716386129492e-08,3.6853879415012506e-08,1.295810432763074e-07
insertion_sort,unsorted,1000,1,0,52,133,0.01505350987969864,5.771429460619201e-10,1.0489792261904592e-07,4.1683460609859035e-08,1.4658138322890496e-07
quick_sort,almost_sorted,10000,1,0,52,151,0.01326467294039738,5.085380209541027e-10,9.242703899925889e-08,3.6730229654155104e-08,1.2915726865341402e-07
insertion_sort,almost_sorted,10000,1,0,52,2,1.7116968565001116,6.535788196864356e-08,1.1907998239582833e-05,4.691440095833362e-06,1.6599438335416197e-05
quick_sort,unsorted,1000,1,0,52,1357,0.0014738851112748453,5.646110182846216e-11,1.0270225886350153e-08,4.069629536150522e-09,1.4339855422500672e-08
insertion_sort,reverse_sorted,1000,1,0,52,136,0.014810971926468644,5.673511709883243e-10,1.0320756709559038e-07,4.088692455065285e-08,1.4409449164624323e-07
insertion_sort,sorted,1000,1,0,52,156,0.012899438358973524,4.943623554768182e-10,8.984327532939874e-08,3.5713691755696884e-08,1.2555696708509563e-07
bubble_sort,sorted,1000,1,0,52,101,0.019860312415844555,7.605726828520884e-10,1.3839079434818026e-07,5.4777634130918516e-08,1.9316842847909874e-07
merge_sort,unsorted,10000,1,0,52,110,0.01823353119999741,6.983728694141195e-10,1.270692835227366e-07,5.030178530304134e-08,1.7737106882577792e-07
merge_sort,unsorted,1000,1,0,52,1407,0.0014221716304191607,5.452542776333754e-11,9.90874117014133e-09,3.93949638908593e-09,1.3848237559227264e-08
merge_sort,sorted,1000,1,0,52,1915,0.001044737255352456,4.0041352101716187e-11,7.276091989411838e-09,2.893514721497312e-09,1.0169606710909149e-08
bubble_sort,unsorted,1000,1,0,52,59,0.03439234669491208,1.3210197395321596e-09,2.402284854049121e-07,9.528094430322975e-08,3.3550942970814184e-07
bubble_sort,sorted,10000,1,0,52,1,2.447416851000071,9.362278691468053e-08,1.704375163194527e-05,6.734339569444122e-06,2.3778091201389392e-05
insertion_sort,sorted,10000,1,0,52,2,1.7253656854998098,6.588713556317237e-08,1.2005701444444918e-05,4.728155451389032e-06,1.673385689583395e-05
quick_sort,almost_sorted,1000,1,0,52,1902,0.0010519221661410795,4.029503048829984e-11,7.330996144409845e-09,2.9030391955840633e-09,1.0234035339993905e-08
merge_sort,reverse_sorted,1000,1,0,52,1807,0.0011072195285001796,4.2417084634457835e-11,7.716484266432799e-09,3.056505303449766e-09,1.0772989569882566e-08
tim_sort,reverse_sorted,10000,1,0,52,14600,0.00013698661924657757,5.242740070146868e-12,9.545233946918134e-10,3.7701517237452514e-10,1.3315385670663384e-09
bubble_sort,unsorted,10000,1,0,52,1,3.979389222000009,1.5224071730419526e-07,2.767845454861294e-05,1.0987278227778714e-05,3.866573277639166e-05
merge_sort,reverse_sorted,10000,1,0,52,157,0.012778688197454213,4.899331597665294e-10,8.903042577848652e-08,3.540162478768487e-08,1.244320505661714e-07
quick_sort,reverse_sorted,1000,1,0,52,2058,0.0009722072546162917,3.727240032109971e-11,6.773037080902689e-09,2.6933178881869275e-09,9.466354969089615e-09
tim_sort,reverse_sorted,1000,1,0,52,186607,1.07177450524355e-05,4.1016346044173656e-13,7.465605955593583e-11,2.951627381787209e-11,1.0417233337380793e-10
merge_sort,sorted,10000,1,0,52,153,0.01312834961438021,5.0243069739836e-10,9.147067828612983e-08,3.613546695715558e-08,1.276061452432854e-07
tim_sort,sorted,10000,1,1,53,19367,0.00010326966091805554,3.959552423793604e-12,7.196043957934689e-10,2.8603324598541993e-10,1.0056376417788888e-09
bubble_sort,unsorted,10000,1,1,53,1,4.006101946000399,1.5298836536483702e-07,2.7816801812497897e-05,1.1038816827777333e-05,3.885561864027523e-05
bubble_sort,sorted,1000,1,1,53,98,0.02045109511224688,7.841670244609554e-10,1.4251647229309147e-07,5.6644390561237426e-08,1.991608628543289e-07
bubble_sort,reverse_sorted,10000,1,1,53,1,5.406329110000115,2.0623994352939628e-07,3.759331615972883e-05,1.478701076944541e-05,5.2380326929174254e-05
tim_sort,almost_sorted,1000,1,1,53,125622,1.5920904164875678e-05,6.104184693202433e-13,1.1093473691578265e-10,4.4097884018013733e-11,1.5503262093379638e-10
insertion_sort,unsorted,10000,1,1,53,2,1.7607761814999776,6.723781950287286e-08,1.2249351020835145e-05,4.827549347222278e-06,1.707690036805742e-05
tim_sort,almost_sorted,10000,1,1,53,10652,0.00018777496160344583,7.186004179385858e-12,1.3082371907205698e-09,5.168469408457926e-10,1.825084131566362e-09
merge_sort,almost_sorted,1000,1,1,53,1611,0.0012421743687150962,4.764415379394467e-11,8.660646773052077e-09,3.4399013035379876e-09,1.2100548076590066e-08
quick_sort,almost_sorted,10000,1,1,53,152,0.013170763743421264,5.048995163033013e-10,9.175850173610712e-08,3.647466822002842e-08,1.2823316995613554e-07
quick_sort,unsorted,1000,1,1,53,1356,0.0014749833274333621,5.64964337579323e-11,1.0276974270729756e-08,4.071854670600554e-09,1.434882894133031e-08
bubble_sort,reverse_sorted,1000,1,1,53,46,0.044294947673911934,1.7011221670636626e-09,3.093488580918088e-07,1.2269807584540623e-07,4.3204693393721496e-07
merge_sort,reverse_sorted,10000,1,1,53,151,0.013265194496690303,5.080508531248535e-10,9.243398753678319e-08,3.6599551398086694e-08,1.2903353893486987e-07
bubble_sort,sorted,10000,1,1,53,1,2.607766145000369,9.968644520158445e-08,1.8156250000000936e-05,7.161874611112277e-06,2.531812461111321e-05
insertion_sort,reverse_sorted,10000,1,1,53,2,1.8868801255000562,7.212898763155002e-08,1.312647539236088e-05,5.192672143055512e-06,1.831914753541639e-05
merge_sort,unsorted,10000,1,1,53,106,0.018953816415093895,7.266221638455687e-10,1.320644234800834e-07,5.248133349055864e-08,1.8454575697064203e-07
quick_sort,sorted,1000,1,1,53,1996,0.0010022136913827428,3.837631724148427e-11,6.982994391561699e-09,2.7637307531731047e-09,9.746725144734804e-09
tim_sort,unsorted,1000,1,1,53,26203,7.632960019846255e-05,2.926267345601044e-12,5.318090623635172e-10,2.1139730989240867e-10,7.43206372255926e-10
quick_sort,sorted,10000,1,1,53,165,0.012155077503030043,4.660186175829268e-10,8.468758244949682e-08,3.367070996632827e-08,1.1835829241582505e-07
merge_sort,sorted,10000,1,1,53,159,0.012638794805031963,4.845199228805409e-10,8.806057582111238e-08,3.499663380503165e-08,1.2305720962614404e-07
quick_sort,almost_sorted,1000,1,1,53,1928,0.0010373448651452447,3.976597045220181e-11,7.227266640732008e-09,2.8723992983508425e-09,1.0099665939082848e-08
tim_sort,reverse_sorted,10000,1,1,53,14543,0.0001375320487519983,5.272628994828449e-12,9.58274996752943e-10,3.8085468782240267e-10,1.3391296845753456e-09
insertion_sort,reverse_sorted,1000,1,1,53,127,0.015749140881887898,6.038082985684847e-10,1.0975386674322008e-07,4.3599918853882976e-08,1.533537855971031e-07
insertion_sort,unsorted,1000,1,1,53,145,0.013810169055171894,5.294793643663747e-10,9.622683524905068e-08,3.8249065651343976e-08,1.3447590090039465e-07
insertion_sort,almost_sorted,1000,1,1,53,152,0.013218358171053225,5.058206225556355e-10,9.210423451203579e-08,3.636287580409064e-08,1.2846711031612644e-07
insertion_sort,sorted,10000,1,1,53,2,1.707823792499994,6.532701934485566e-08,1.1882427232639732e-05,4.709172687500364e-06,1.65915999201401e-05
tim_sort,unsorted,10000,1,1,53,1436,0.0013928754240944785,5.3406373488134414e-11,9.706994027586012e-09,3.857028806872014e-09,1.3564022834458024e-08
merge_sort,almost_sorted,10000,1,1,53,125,0.016089353375999052,6.163455824133321e-10,1.1210101916665533e-07,4.4436955755554664e-08,1.5653797492221e-07
bubble_sort,almost_sorted,1000,1,1,53,93,0.021629136645163183,8.277584752531134e-10,1.5067503651433293e-07,5.9557078614096736e-08,2.1023211512842967e-07
tim_sort,sorted,1000,1,1,53,243452,8.215202430048684e-06,3.1467069996413266e-13,5.724422998282079e-11,2.267508078252588e-11,7.991931076534667e-11
tim_sort,reverse_sorted,1000,1,1,53,202806,9.861668145912377e-06,3.7767967597550386e-13,6.872103954436623e-11,2.7201140046813378e-11,9.592217959117959e-11
bubble_sort,unsorted,1000,1,1,53,56,0.03603507307142958,1.383967855587853e-09,2.518065954860722e-07,9.969024598211447e-08,3.5149684146818663e-07
bubble_sort,almost_sorted,10000,1,1,53,1,2.6657416409998405,1.0204346762850583e-07,1.8565591208332283e-05,7.3511643138873395e-06,2.5916755522219623e-05
quick_sort,unsorted,10000,1,1,53,111,0.018034854369370232,6.907830062779043e-10,1.2567159547046545e-07,4.977181809310097e-08,1.7544341356356644e-07
insertion_sort,sorted,1000,1,1,53,147,0.013619048278910452,5.213318156500175e-10,9.490639389642507e-08,3.7500212093726683e-08,1.3240660599015174e-07
merge_sort,unsorted,1000,1,1,53,1330,0.0015038438052632633,5.760435774945743e-11,1.0482377589807049e-08,4.147839233500112e-09,1.4630216823307161e-08
insertion_sort,almost_sorted,10000,1,1,53,2,1.8335320339999726,7.014676457520132e-08,1.27583397291665e-05,5.057367541666559e-06,1.7815707270833058e-05
quick_sort,reverse_sorted,10000,1,1,53,153,0.013121103771241264,5.021178344388492e-10,9.142756172840536e-08,3.609912332970564e-08,1.27526685058111e-07
quick_sort,reverse_sorted,1000,1,1,53,2003,0.0009988506465302568,3.826295529351536e-11,6.961024071531724e-09,2.7569096771508715e-09,9.717933748682595e-09
merge_sort,sorted,1000,1,1,53,1822,0.0010979185323819547,4.205010516654295e-11,7.65029339325083e-09,3.029491610257634e-09,1.0679785003508465e-08
